ID,Sentence1,Sentence2,Class
12503,"""Of course I want to win again but I think it's worse when you've never won, because you are so anxious to win.""","""Of course, I want to win again, but I think it's worse when you have never won because you get anxious.
",1
12504,His current research investigates the influence of Jewish ideas and stories on Islamic sources .,His current research explores the influence of Jewish ideas and stories on Islamic sources .,1
12505,What are the advantages and disadvantages of banning 500 and 1000 notes in India?,What Are the advantages of note banning in India?,1
12506,"She was born on 18 December 1814 in Litchfield , Ohio , but later located in Hebron , Connecticut .","She was born on 18 December 1814 in Hebron , Connecticut , but later at Litchfield , Ohio .",0
12507,How is it working at Goldman Sachs?,What's its like working at Goldman Sachs?,1
12508,"Later , as he promised , Vishnu married Lakshmi .",Later Vishnu married Lakshmi as he promised .,1
12509,Who are some pornography historians of the past and present?,Is it bad to watch porn?,0
12510,She is praised by Richard Gibson and the court painter Peter Lely and is considered as successful as Joan Carlile .,She is praised by Richard Gibson and the court painter Joan Carlile as as successful as Peter Lely .,0
12511,At the Ponce Grand Prix she ran a personal record of 9 : 39.36 minutes then claimed the national title at the 2013 USA Outdoor Track and Field Championships .,At the Ponce Grand Prix she drove a personal record of 9 : 39.36 minutes and then took the national title at the USA Outdoor Track and Field Championships 2013 .,1
12512,"Healey played the role in series eight in August 2012 and left the role once again , on 27 September 2012 .",Healey left the role in series production in August 2012 and played the role once again on 27 September 2012 .,0
12513,It also said it expects a civil complaint by the Securities and Exchange Commission.,"Stewart also faces a separate investigation by the Securities and Exchange Commission.
",1
12514,"Bhilai is a city in the district of Durg , Chhattisgarh , in eastern central India .","Durg , Chhattisgarh is a city located in the Bhilai district of Eastern Central India .",0
12515,An international independent group of experts examined the impact of the accident and concluded that no one was poisoned or killed as a result of the accident .,An international independent group of experts examined the impact of the accident and concluded that no one was killed or poisoned as a result of the accident .,1
12516,"He began his career in 1894 as an independent architect in Berlin , the same year he made a study trip to Italy , one year later to England .","In 1894 he began his career as an independent architect in Berlin ; the same year he took a study trip to England , one year later to Italy .",0
12517,"Rugi is a small town in Bagalkot , Karnataka , India , Mudhol district .","Rugi is a small village in Mudhol , in the Bagalkot district , Karnataka , India .",0
12518,Jimmy Wareing was born in Cumberland in 1917 and played for Silloth and Silloth Rugby - Union prior to the war .,Jimmy Wareing was born in Silloth in 1917 and played for Silloth and Cumberland Rugby Union prior to the war .,0
12519,What do contemporary philosophers think about Jiddu Krishnamurti and his ideas?,What do you think of J Krishnamurti?,0
12520,"The wingspan is located , the moth flies from July to August depending on the location .","The wingspan flies , the moth comes depending on the location from July to August .",0
12521,"In Sri Lanka , the title of an accountant ( CA Sri Lanka ) can only be used by members of the Institute of Accountants in Sri Lanka .","In CA , the title of the accountant ( Sri Lanka Sri Lanka ) can only be used by members of the Institute of Accountants in Sri Lanka .",0
12522,"The 1999 Oldham Metropolitan Borough Council election took place on 6 May 1999 to elect members of Oldham Council in Greater Manchester , England .","The election of the Oldham Council in 1999 took place on 6 May 1999 to elect the members of the Oldham Metropolitan Borough Council in Greater Manchester , England .",0
12523,"If the user changes the password to the original password , EFS - encrypted files can be restored .","If the user changes the password back to the original password , EFS encrypted files can be recovered .",1
12524,"New Zealand 's first university , the University of Otago , was founded in 1869 as the provincial university in Dunedin .","The first University of New Zealand , the University of Otago , was founded in 1869 as a provincial university in Dunedin .",1
12525,"In this sense , the biquaternions of William Rowan Hamilton ( 1844 ) and the related Split - biquaternions and dual quaternions do not form biquaternion - algebras .","In this sense , the biquaternions of William Rowan Hamilton ( 1844 ) and the dual Split - biquaternions and related quaternions do not form biquaternion - algebras .",0
12526,The central library is housed in the main building of the college on the underground floor .,The underground library is housed in the main building of the college on the ground floor .,0
12527,Libertyville 's water supply comes from the Central Lake County Joint Action Water Agency ( CLCJAWA ) in Lake Bluff .,The Lake Bluff water supply comes from the Central Lake County Joint Action Water Agency ( CLCJAWA ) in Libertyville .,0
12528,"It ended in 1955 , shortly after the new mayor Norris Poulson opened all new public housing in the city .","It ended in 1955 , shortly after new mayor Norris Poulson opened all new public housing in the city .",1
12529,The father of Ted and Tom was Steve .,Steve was the father of Ted and Tom .,1
12530,"Naa Bolinaa Saaka is a Ghanaian diplomat , member of the New Patriotic Party of Ghana , and currently Ghana 's Ambassador to Burkina Faso .","Naa Bolinaa Saaka is a Ghanaian diplomat , member of the New Patriotic Party of Burkina Faso and currently Ghana 's Ambassador to Ghana .",0
12531,"With Hirai defeated , Kato escapes with Yukari .","Defeated with Kato , Hirai escapes with Yukari .",0
12532,"`` Darn That Dream '' is a popular song with music by Jimmy Van Heusen and lyrics by Eddie DeLange , published in 1939 .","`` Darn That Dream '' is a popular song with music by Eddie DeLange and texts by Jimmy Van Heusen , published 1939 .",0
12533,The River Stroe is a tributary of the River Nechitu in Romania .,The Nechitu River is a tributary of the Stroe River in Romania .,0
12534,"In 2000 , the Tandy Corporation became the RadioShack Corporation officially .","In 2000 , RadioShack Corporation officially became the Tandy Corporation .",0
12535,"She finds new hope and friendship in Enzo , the replacement guitarist who inspires her to reach new creative heights .","In Enzo , the replacement guitarist who inspired her to new creative heights , she finds new hope and friendship .",1
12536,The tributary Mauses Creek joins Mahoning Creek upstream of its mouth and has a watershed area of .,The tributary of the Mauses Creek joins the Mahoning Creek upstream of its mouth and has a watershed .,1
12537,The Tigers eventually won the ALDS but lost to the Red Sox in the American League Championship Series .,"The Tigers eventually won the ALDS , but the Red Sox was lost in the American League Championship Series .",1
12538,"He was a member of the general council of Jura for the canton of Beaufort , then municipal councilor in 1877 .","He was a member of the Jura Municipal Council for the Canton of Beaufort , then General Council in 1877 .",0
