text,aspectCategory,polarity,tokens
"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",ambience,negative,"['Of', 'course', 'this', 'atmosphere', 'is', 'lacking,', 'but', 'what', 'do', 'you', 'expect', 'from', 'a', '24', 'hour', 'bagel', 'place', 'anyways?']"
Service was very good and warm.,service,positive,"['Service', 'was', 'very', 'good', 'and', 'warm.']"
For dinner I had the chicken tikka-masala and some garlic naan.,food,neutral,"['For', 'dinner', 'I', 'had', 'the', 'chicken', 'tikka-masala', 'and', 'some', 'garlic', 'naan.']"
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,ambience,positive,"['Cornelia', 'Street', 'looks', 'like', 'a', 'Broadway', 'set', 'for', 'West', 'Side', 'Story', 'and', 'the', 'inside', 'of', 'Po', 'is', 'so', 'cool', 'quaint', 'you', 'really', ""can't"", 'top', 'the', 'setting', 'for', 'a', 'romantic', 'dinner', 'in', 'NYC.']"
"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",ambience,negative,"['Like', 'others', 'have', 'said,', ""don't"", 'expect', 'the', 'restaurant', 'to', 'make', 'a', 'nite', 'out', 'romantic', 'for', 'you', 'and', 'yes,', 'a', 'busy', 'restaurant', 'may', 'require', 'you', 'to', 'wait.']"
"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",service,negative,"['Like', 'others', 'have', 'said,', ""don't"", 'expect', 'the', 'restaurant', 'to', 'make', 'a', 'nite', 'out', 'romantic', 'for', 'you', 'and', 'yes,', 'a', 'busy', 'restaurant', 'may', 'require', 'you', 'to', 'wait.']"
"Seriously, this place kicks ass.",anecdotes/miscellaneous,positive,"['Seriously,', 'this', 'place', 'kicks', 'ass.']"
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive,"['Food', 'was', 'good', 'and', 'the', 'view', 'of', 'the', 'new', 'york', 'city', 'skiline', 'was', 'terrific', 'even', 'on', 'a', 'foggy', 'rainy', 'day', 'like', 'that', 'of', 'when', 'I', 'went.']"
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,ambience,positive,"['Food', 'was', 'good', 'and', 'the', 'view', 'of', 'the', 'new', 'york', 'city', 'skiline', 'was', 'terrific', 'even', 'on', 'a', 'foggy', 'rainy', 'day', 'like', 'that', 'of', 'when', 'I', 'went.']"
"Also, because it is so thin, it gets cold very quickly and its not that filling.",food,negative,"['Also,', 'because', 'it', 'is', 'so', 'thin,', 'it', 'gets', 'cold', 'very', 'quickly', 'and', 'its', 'not', 'that', 'filling.']"
The food is nothing like its menu description.,food,negative,"['The', 'food', 'is', 'nothing', 'like', 'its', 'menu', 'description.']"
Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,food,positive,"['Try', 'the', 'Pad', 'Se-Ew', 'or', 'Chicken', 'with', 'Cashew', 'Nuts', 'for', 'a', 'memorable', 'and', 'repeatable', 'experience.']"
It's just O.K. pizza.,food,neutral,"[""It's"", 'just', 'O.K.', 'pizza.']"
I loved it and would HIGHLY RECOMMEND.,anecdotes/miscellaneous,positive,"['I', 'loved', 'it', 'and', 'would', 'HIGHLY', 'RECOMMEND.']"
I've been here twice now.,anecdotes/miscellaneous,neutral,"[""I've"", 'been', 'here', 'twice', 'now.']"
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,neutral,"['The', 'food', 'is', 'decent', 'at', 'best,', 'and', 'the', 'ambience,', 'well,', ""it's"", 'a', 'matter', 'of', 'opinion,', 'some', 'may', 'consider', 'it', 'to', 'be', 'a', 'sweet', 'thing,', 'I', 'thought', 'it', 'was', 'just', 'annoying.']"
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,conflict,"['The', 'food', 'is', 'decent', 'at', 'best,', 'and', 'the', 'ambience,', 'well,', ""it's"", 'a', 'matter', 'of', 'opinion,', 'some', 'may', 'consider', 'it', 'to', 'be', 'a', 'sweet', 'thing,', 'I', 'thought', 'it', 'was', 'just', 'annoying.']"
THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,anecdotes/miscellaneous,positive,"['THE', 'BEST', 'PLACE', 'TO', 'BRING', 'KIDS', 'OR', 'ANY', 'FRIENDS', 'WHO', 'WANT', 'TO', 'DO', 'SOMETHING', 'DIFFERENT.']"
"The service was a bit slow, but they were very friendly.",service,conflict,"['The', 'service', 'was', 'a', 'bit', 'slow,', 'but', 'they', 'were', 'very', 'friendly.']"
"However, I do not understand the extraordinary hype about this restaurant.",anecdotes/miscellaneous,negative,"['However,', 'I', 'do', 'not', 'understand', 'the', 'extraordinary', 'hype', 'about', 'this', 'restaurant.']"
It's a small cute restaurant.,ambience,positive,"[""It's"", 'a', 'small', 'cute', 'restaurant.']"
I will be returning.,anecdotes/miscellaneous,positive,"['I', 'will', 'be', 'returning.']"
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",food,positive,"['Leon', 'is', 'an', 'East', 'Village', 'gem:', 'casual', 'but', 'hip,', 'with', 'well', 'prepared', 'basic', 'French', 'bistro', 'fare,', 'good', 'specials,', 'a', 'warm', 'and', 'lively', 'atmosphere.']"
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",ambience,positive,"['Leon', 'is', 'an', 'East', 'Village', 'gem:', 'casual', 'but', 'hip,', 'with', 'well', 'prepared', 'basic', 'French', 'bistro', 'fare,', 'good', 'specials,', 'a', 'warm', 'and', 'lively', 'atmosphere.']"
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive,"['The', 'food', 'is', 'above', 'average', 'for', 'midtown', 'and', 'sligtly', 'better', 'than', 'some', 'of', 'the', 'other', 'Heartland', 'Breweries', 'in', 'the', 'city.']"
Thius is a must for anyone who loves Shabu-Shabu.,food,positive,"['Thius', 'is', 'a', 'must', 'for', 'anyone', 'who', 'loves', 'Shabu-Shabu.']"
The food was absolutely horrible!,food,negative,"['The', 'food', 'was', 'absolutely', 'horrible!']"
Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,food,conflict,"['Food', ""doesn't"", 'appear', 'to', 'be', 'cooked', 'on', 'premisis', 'but', ""there's"", 'a', 'high', 'turnover', 'so', 'its', 'pretty', 'fresh.']"
Restaurant was dirty and unkempt.,ambience,negative,"['Restaurant', 'was', 'dirty', 'and', 'unkempt.']"
Nice place though.,anecdotes/miscellaneous,positive,"['Nice', 'place', 'though.']"
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,anecdotes/miscellaneous,positive,"['Warning:', 'You', 'may', 'find', 'it', 'difficult', 'to', 'dine', 'at', 'other', 'Japanese', 'restaurants', 'after', 'a', 'visit', 'to', 'Mizu!']"
"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",anecdotes/miscellaneous,neutral,"['Similar', 'to', 'other', 'Indian', 'restaurants,', 'they', 'use', 'the', 'dinner', 'special', 'to', 'attract', 'customers', 'at', 'the', 'door.']"
It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,ambience,conflict,"['It', 'is', 'a', 'small', 'restuarant', 'so', 'go', 'early', 'and', 'it', 'will', 'be', 'nice', 'and', 'quiet-', 'go', 'late', 'and', 'it', 'will', 'be', 'packed!']"
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",anecdotes/miscellaneous,neutral,"['The', 'people', 'with', 'carts', 'of', 'food', ""don't"", 'understand', 'you', 'because', 'they', ""don't"", 'speak', 'English,', 'their', 'job', 'is', 'to', 'give', 'you', 'the', 'delicious', 'food', 'you', 'point', 'at.']"
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",service,negative,"['The', 'people', 'with', 'carts', 'of', 'food', ""don't"", 'understand', 'you', 'because', 'they', ""don't"", 'speak', 'English,', 'their', 'job', 'is', 'to', 'give', 'you', 'the', 'delicious', 'food', 'you', 'point', 'at.']"
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive,"['The', 'people', 'with', 'carts', 'of', 'food', ""don't"", 'understand', 'you', 'because', 'they', ""don't"", 'speak', 'English,', 'their', 'job', 'is', 'to', 'give', 'you', 'the', 'delicious', 'food', 'you', 'point', 'at.']"
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",food,positive,"['The', 'crackling', 'calamari', 'salad,', 'which', 'is', 'usually', 'a', 'cheap', 'disaster', 'at', 'many', 'restaurants,', 'is', 'crispy', 'and', 'lightly', 'dressed.']"
"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",food,neutral,"['Not', 'the', 'greatest', 'sushi', 'place,', 'but', 'excellent', 'for', 'a', '$19.95', 'all', 'you', 'can', 'eat.']"
"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",price,positive,"['Not', 'the', 'greatest', 'sushi', 'place,', 'but', 'excellent', 'for', 'a', '$19.95', 'all', 'you', 'can', 'eat.']"
"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",anecdotes/miscellaneous,positive,"['Shockingly', 'easy', 'to', 'throw', 'a', 'group', 'dinner', 'here:', 'simple', 'contract,', 'deposit', 'only', 'to', 'hold', 'the', 'date', 'the', 'entire', '2nd', 'fl', 'mezz', 'for', 'our', 'grp', 'of', '20.']"
The Thai ice tea was amazingly smooth and yummy!,food,positive,"['The', 'Thai', 'ice', 'tea', 'was', 'amazingly', 'smooth', 'and', 'yummy!']"
We've never had any problems with the staff but maybe we've been lucky?,service,positive,"[""We've"", 'never', 'had', 'any', 'problems', 'with', 'the', 'staff', 'but', 'maybe', ""we've"", 'been', 'lucky?']"
Drinks way over priced.,price,negative,"['Drinks', 'way', 'over', 'priced.']"
The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,negative,"['The', 'main', 'downside', 'to', 'the', 'place', 'is', 'the', 'nazi-like', 'guy', 'running', 'it', 'who', 'constantly', 'complains', 'about', 'the', 'noise', 'level.']"
What I didn't like was how the food came right after it was ordered.,food,negative,"['What', 'I', ""didn't"", 'like', 'was', 'how', 'the', 'food', 'came', 'right', 'after', 'it', 'was', 'ordered.']"
"But WARNING: to all those that use this site be weary, be very weary of recommendations.",anecdotes/miscellaneous,negative,"['But', 'WARNING:', 'to', 'all', 'those', 'that', 'use', 'this', 'site', 'be', 'weary,', 'be', 'very', 'weary', 'of', 'recommendations.']"
Moderate prices.,price,neutral,"['Moderate', 'prices.']"
We had a great time at the Jekyll and hyde Pub last night.,anecdotes/miscellaneous,positive,"['We', 'had', 'a', 'great', 'time', 'at', 'the', 'Jekyll', 'and', 'hyde', 'Pub', 'last', 'night.']"
Try it side by side and there's no comparison.,anecdotes/miscellaneous,positive,"['Try', 'it', 'side', 'by', 'side', 'and', ""there's"", 'no', 'comparison.']"
I think I've had some the best meals of my life at minnow.,food,positive,"['I', 'think', ""I've"", 'had', 'some', 'the', 'best', 'meals', 'of', 'my', 'life', 'at', 'minnow.']"
My biggest complaint was the un-tasty food although presented well.,food,conflict,"['My', 'biggest', 'complaint', 'was', 'the', 'un-tasty', 'food', 'although', 'presented', 'well.']"
"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",ambience,neutral,"['This', 'tiny', 'restaurant', 'is', 'as', 'cozy', 'as', 'it', 'gets,', 'with', 'that', 'certain', 'Parisian', 'flair.']"
So sorry I can't rate this better.,anecdotes/miscellaneous,neutral,"['So', 'sorry', 'I', ""can't"", 'rate', 'this', 'better.']"
"Most importantly, food is excellent.",food,positive,"['Most', 'importantly,', 'food', 'is', 'excellent.']"
Buon appetito!,anecdotes/miscellaneous,positive,"['Buon', 'appetito!']"
"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",ambience,conflict,"['Great', 'roofdeck,', 'nice', 'group', 'of', '30', 'somethings,', 'but', 'no', 'music,', 'kind', 'of', 'quiet.']"
"If we were to move from the upper east side, we would genuinely miss this restaurant.",anecdotes/miscellaneous,positive,"['If', 'we', 'were', 'to', 'move', 'from', 'the', 'upper', 'east', 'side,', 'we', 'would', 'genuinely', 'miss', 'this', 'restaurant.']"
"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",service,positive,"['The', 'best', 'part', 'of', 'the', 'experience', 'was', 'knowing', 'that', 'the', 'manager', '(a', 'bubbly,', 'friendly', 'young', 'woman', 'with', 'a', 'great', 'smile)', 'truly', 'cared', 'about', 'how', 'we', 'were', 'doing.']"
"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",anecdotes/miscellaneous,neutral,"['Ok,', 'for', 'all', 'of', 'us', 'growing', 'up', 'in', 'the', 'Village', 'of', 'NYC,', 'we', 'have', 'spoiled', 'by', 'a', 'plethora', 'of', 'restaurants,', 'most', 'of', 'which', 'stay', 'open', 'very', 'late.']"
"However, service was as plain as sesame crusted Salmon I had.",service,neutral,"['However,', 'service', 'was', 'as', 'plain', 'as', 'sesame', 'crusted', 'Salmon', 'I', 'had.']"
"However, service was as plain as sesame crusted Salmon I had.",food,neutral,"['However,', 'service', 'was', 'as', 'plain', 'as', 'sesame', 'crusted', 'Salmon', 'I', 'had.']"
I would highly recommend it.,anecdotes/miscellaneous,positive,"['I', 'would', 'highly', 'recommend', 'it.']"
It's great to go for a quick lunch either alone or with a friend.,anecdotes/miscellaneous,positive,"[""It's"", 'great', 'to', 'go', 'for', 'a', 'quick', 'lunch', 'either', 'alone', 'or', 'with', 'a', 'friend.']"
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral,"['The', 'food', 'was', 'mediocre', 'at', 'best', 'but', 'it', 'was', 'the', 'horrible', 'service', 'that', 'made', 'me', 'vow', 'never', 'to', 'go', 'back.']"
The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative,"['The', 'food', 'was', 'mediocre', 'at', 'best', 'but', 'it', 'was', 'the', 'horrible', 'service', 'that', 'made', 'me', 'vow', 'never', 'to', 'go', 'back.']"
LLOOVVE THIS PLACE.,anecdotes/miscellaneous,positive,"['LLOOVVE', 'THIS', 'PLACE.']"
So some of the reviews here are accurate about the crowd and noise.,anecdotes/miscellaneous,neutral,"['So', 'some', 'of', 'the', 'reviews', 'here', 'are', 'accurate', 'about', 'the', 'crowd', 'and', 'noise.']"
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",food,positive,"['You', 'get', 'what', 'you', 'pay', 'for', 'and', 'with', 'that', 'logic', 'in', 'mind,', 'Spice', 'is', 'a', 'great', 'place', 'to', 'grab', 'some', 'cheap', 'eats', 'and', 'drinks', 'in', 'a', 'beautiful', 'setting.']"
